probe_set	_23_1CON	_23_2CON	_23_3NO0	_23_4NO7	_26_1CON	_26_2CON	_26_3NO0	_26_4NO7	CONTROL7	CONTROLZ	NO_7_5	NO_ZERO
Probe_211	7.387647	7.523452	7.406222	7.562418	6.544717	7.238997	6.812447	7.466138	7.833194	7.828479	7.144974	7.741507
Probe_212	8.711003	8.549646	8.508856	8.559136	8.819288	8.620722	8.491031	8.180466	8.290065	8.089853	8.760347	8.681414
Probe_213	8.685684	8.845261	8.739379	8.604501	8.420188	8.717269	8.932227	8.257652	8.567701	8.430829	8.832374	8.90811
Probe_214	11.64581	11.99677	11.90447	11.68977	11.95392	11.91322	11.97062	11.88011	11.61856	11.69286	11.61536	11.67666
Probe_215	8.085913	8.402697	8.179113	8.192983	7.981499	8.177046	8.225015	8.413687	8.096436	8.128381	7.571267	8.146502
Probe_216	7.573534	7.338237	7.878284	7.124349	6.720142	6.502412	6.698246	6.098312	7.524072	8.313872	6.772862	7.876904
Probe_217	9.674609	9.235126	9.116924	9.429999	9.10511	9.037259	9.225692	9.095479	9.274071	8.989451	9.696131	9.161568
Probe_218	8.822893	8.584218	8.51293	8.491112	8.545918	8.452439	8.583068	8.235042	8.447935	7.849393	8.780641	8.445056
Probe_219	6.534104	6.208903	7.198239	6.905555	6.690375	6.274168	7.290572	6.98591	6.392901	7.383618	6.100351	7.445975
Probe_220	8.76637	8.50089	8.549623	8.304237	8.657744	8.501316	8.719608	8.681643	8.587384	8.360689	8.895006	8.925157
Probe_221	9.105448	9.212528	9.169016	9.213875	8.843513	8.962133	9.016221	8.782959	8.817924	8.357504	9.029787	8.690909
Probe_222	7.209609	4.13752	7.959822	6.140409	7.24061	4.99548	7.813178	7.003546	3.433747	8.022113	3.238114	7.738585
Probe_223	9.533608	9.398147	9.276694	9.056372	8.833001	9.014693	9.070341	8.910987	8.967572	8.374957	8.983356	8.790466
Probe_224	10.7062	10.10542	10.17333	10.526	9.78399	9.991153	9.778406	9.878158	10.58777	10.28495	10.53334	10.0517
Probe_225	9.053942	8.785479	8.862944	9.091449	8.359222	8.7038	8.67885	8.583455	9.20594	9.031754	9.359126	9.048792
Probe_226	10.01327	9.424901	9.649506	9.58677	8.337381	8.778501	8.630387	8.764251	9.96652	10.28332	9.176166	9.831746
Probe_227	6.562633	7.3456	7.455714	7.014154	5.424277	7.09079	6.984475	5.603638	7.066089	5.289967	5.772986	7.035151
Probe_228	6.251961	6.113317	6.591021	7.355695	6.360505	7.141167	6.977372	7.796053	6.640888	7.032376	6.042031	6.319614
Probe_229	5.530046	5.943335	5.952792	6.451033	5.602781	6.309695	6.10702	6.286772	6.173635	5.88001	4.628313	5.817575
Probe_230	9.73905	9.412553	9.614333	9.798023	9.704416	9.772844	9.573225	9.599454	9.701367	9.991805	10.12734	9.972951
Probe_231	8.546902	9.094012	8.553357	8.599534	8.638733	8.819371	8.954263	9.042967	8.8457	8.834098	8.125842	8.75071
Probe_232	7.584045	7.592846	7.164947	7.304356	7.051687	7.02942	7.30347	7.24384	7.43607	7.245172	6.801146	7.190289
Probe_233	6.669551	7.003928	7.209171	7.07689	7.074484	7.044416	7.46188	7.594996	7.50697	7.30711	6.103017	7.2076
Probe_234	8.971193	8.663665	8.692187	8.779125	8.941265	8.740125	8.685576	8.891416	8.993598	8.447968	9.196152	8.838949
Probe_235	8.71993	8.760327	8.760407	8.713947	8.857067	8.546709	8.998971	8.804886	8.926744	7.923827	9.19506	8.884516
Probe_236	7.67106	7.442147	7.557104	7.355897	7.108765	7.023278	7.194599	7.413713	7.438534	7.573821	7.376863	7.195535
Probe_237	7.627213	7.844279	7.878223	7.824952	7.444642	7.883548	7.740145	8.017621	7.951069	8.144342	7.116198	8.173302
Probe_238	7.333263	5.305434	7.658947	6.547965	6.683977	5.285143	6.866784	6.634354	4.938817	8.077633	5.767475	7.919429
Probe_239	5.818022	6.813448	6.30222	6.21662	5.09834	6.501382	5.859234	6.619031	6.661935	6.606575	5.289425	6.316372
Probe_240	10.40667	9.822633	10.08779	10.10304	10.3771	10.01484	10.23778	9.8936	9.48697	9.348392	10.88628	9.441295
Probe_241	9.87844	9.896631	9.778573	9.568851	9.397454	9.428756	9.368618	8.946585	9.778072	9.605694	9.770857	9.876841
Probe_242	9.645363	9.47514	9.659762	9.58867	9.381424	9.126772	9.504086	8.787344	9.221493	9.365614	9.721989	9.694151
Probe_243	10.34585	10.22441	10.12291	9.768973	9.413968	9.681871	9.343361	9.843949	9.69306	9.988188	9.536337	9.650465
Probe_244	8.15455	7.378139	8.521667	7.832472	6.874797	6.915258	7.997524	7.324154	6.756169	8.119263	5.085165	7.249474
Probe_245	5.71806	5.803656	5.860047	5.389302	3.270804	4.368231	5.884845	4.181778	5.88128	5.57931	5.419525	6.155237
Probe_246	8.748411	8.523272	8.888302	8.72854	8.166203	8.538468	8.506883	8.34783	8.64528	8.040542	8.463504	8.389838
Probe_247	8.500567	8.865467	8.64484	8.396322	7.985062	8.205578	8.298796	8.20156	8.462494	8.717978	8.775716	8.771364
Probe_248	7.64057	7.745674	7.551431	7.623282	6.917074	7.281485	7.283644	7.55813	7.698559	7.184965	7.323244	7.717155
Probe_249	9.376557	9.343832	9.429426	9.001892	9.058233	9.020444	9.256091	8.920963	8.748787	9.266808	9.022199	9.477364
Probe_250	7.254122	5.735411	7.289733	6.267403	7.022734	5.6504	6.813191	6.863356	6.147093	7.46617	6.030678	7.41932
Probe_251	9.033563	8.868634	8.632853	8.726426	8.491825	8.881509	8.771513	8.776818	8.97592	8.998681	8.619127	8.968759
Probe_252	8.721981	9.122932	8.848617	8.684826	8.410922	8.771704	8.346567	8.321585	8.85276	8.766751	8.984305	8.724974
Probe_253	11.07188	10.30017	10.44875	10.26892	9.963847	9.997815	9.953108	9.790117	10.2856	10.09289	10.49572	10.45664
Probe_254	5.628803	5.672807	5.665219	5.747715	3.612895	5.168145	4.875785	5.701704	5.426342	5.169163	4.630831	5.269246
Probe_255	6.260046	5.870678	5.657617	5.734043	5.489492	5.633606	5.904821	6.041745	5.946916	5.346992	6.249851	5.504709
Probe_256	8.174182	7.838309	7.543117	7.970463	6.837174	7.364485	7.071688	7.329877	7.720436	7.105374	7.16801	7.16803
Probe_257	7.865115	7.421964	7.932368	7.846851	7.818231	7.437419	7.549346	7.46426	8.03027	7.847966	7.481267	8.010377
Probe_258	8.513463	8.376577	8.567621	8.208449	8.316571	9.08463	8.671258	8.536006	7.874201	7.496542	9.071181	7.501766
Probe_259	9.022989	9.735702	9.797885	9.590299	9.44648	9.448829	9.364572	9.362954	9.656949	9.652286	9.682863	9.945489
Probe_260	7.318272	8.177679	8.156912	7.707463	7.729648	8.023194	7.903171	7.847928	8.192313	8.168015	8.107102	8.31389
Probe_261	11.38765	10.84917	10.97954	10.63156	10.23592	10.1289	10.45784	10.03928	10.38031	10.00534	10.61817	10.63497
Probe_262	9.698541	9.269971	9.524369	9.491739	9.415159	9.228542	9.342226	9.19569	9.649445	9.429064	10.00662	9.709937
Probe_263	7.820798	8.03613	7.963705	7.879687	6.791879	7.896986	7.78924	7.886727	7.659625	7.673231	7.683809	7.621268
Probe_264	7.770928	7.889607	7.787282	7.810289	7.51402	8.120642	8.001504	7.847565	7.874422	7.27483	7.491701	7.519676
Probe_265	6.143671	5.289392	5.49201	5.953058	3.828307	5.298064	5.952797	6.05097	5.575527	4.66922	6.780966	4.750698
Probe_266	9.532077	9.186637	9.177041	9.157162	9.34792	9.396115	9.397101	9.230124	9.176762	8.547508	9.3307	9.031991
Probe_267	9.433345	9.216986	9.240519	9.611268	9.739863	9.693433	9.673594	9.737803	9.16026	9.391357	9.271405	9.33398
Probe_268	8.466631	8.398774	8.75755	8.41466	8.422426	8.445396	8.795523	8.379231	8.215863	8.532005	8.200354	8.551793
Probe_269	6.838448	6.730273	6.521115	7.01488	6.148495	6.921746	6.482098	6.42191	7.431322	8.127597	6.704678	7.542645
Probe_270	10.05672	10.44008	10.47721	10.57509	10.99899	10.953	11.04063	10.49481	10.02598	10.08875	10.10832	9.655182
Probe_271	8.70473	8.174836	9.042877	8.759376	8.332072	8.093798	8.678604	8.632715	8.11837	9.179016	8.374092	9.012538
Probe_272	9.131232	8.870802	9.463134	9.003259	8.517055	8.596693	8.872167	8.721885	8.629746	9.119084	8.779706	8.966736
Probe_273	10.33971	9.315485	10.03855	9.621697	10.10394	9.167112	10.31563	9.075	7.226191	8.659793	7.818863	8.008625
Probe_274	9.358291	8.630293	9.193474	8.984134	8.734307	8.450753	9.025128	8.633359	8.861704	8.583523	9.00958	8.785142
Probe_275	10.81766	10.17625	10.60829	10.63584	10.4013	10.25165	10.35522	10.04217	10.90652	11.08265	11.19384	11.16809
Probe_276	8.78417	9.44335	9.334121	9.073188	9.166477	9.078719	9.120038	8.765747	9.864163	10.00579	9.936416	10.02615
Probe_277	10.0641	9.922604	10.09966	9.510317	10.23812	9.871822	10.05941	9.417715	9.545982	9.759001	9.542869	9.794801
Probe_278	10.63246	9.963455	10.35315	10.19117	9.797149	9.749817	10.05639	10.06535	9.767244	9.993505	10.26765	10.2082
Probe_279	9.222261	9.295271	9.275307	8.971049	9.612566	9.284833	9.662481	9.35167	8.639561	8.895654	8.927636	9.031456
Probe_280	8.935256	9.148469	8.741777	8.852096	8.615056	9.046379	8.652741	8.888433	9.389556	9.010038	9.039267	9.103739
Probe_281	7.301231	7.433744	7.278663	7.207258	6.239547	7.176811	6.802193	7.616549	7.627096	7.217987	6.189293	7.083118
Probe_282	5.746415	6.141437	6.266046	5.610027	6.530464	5.380231	6.771701	6.587911	5.959888	5.655123	5.502012	5.119651
Probe_283	9.339607	8.890371	9.147223	9.198821	9.191232	8.935442	9.020674	9.128177	9.239011	9.404073	9.467534	9.28071
Probe_284	9.254417	8.956861	9.038346	9.085876	9.17642	9.02797	8.94167	8.93225	9.11137	9.035011	9.613018	9.321204
Probe_285	9.181165	8.644127	9.331564	8.969254	8.815457	8.647243	9.227156	8.906521	8.580074	9.139879	9.074141	9.424656
Probe_286	9.652936	9.851299	9.959577	9.946102	9.461821	9.357347	9.623744	9.244606	10.25161	9.91706	10.63427	9.91345
Probe_287	9.655475	9.802011	9.997899	9.549787	9.747394	9.560086	9.749127	9.258552	9.762402	9.759497	9.917241	10.10582
Probe_288	9.663012	9.388071	9.410572	9.502989	9.301757	9.300593	9.408022	9.18146	9.630913	9.228965	10.20225	9.543807
Probe_289	7.774016	7.787635	7.856917	7.637407	7.245382	7.429072	7.583105	7.537172	7.781012	7.456896	7.015616	7.601043
Probe_290	7.299739	7.257737	7.513127	7.191977	7.225969	7.567036	7.479885	7.023111	7.456133	7.353835	6.753899	7.207805
Probe_291	8.594851	8.542246	8.477576	8.349095	8.799333	8.398179	8.795988	8.385733	8.034287	8.202731	8.07775	8.357829
Probe_292	8.916214	9.457188	9.248957	9.189414	9.117747	9.499724	9.140653	9.182519	9.299895	9.128384	9.055076	9.216438
Probe_293	8.639999	8.609168	8.465628	8.798987	7.857365	8.587965	8.021963	7.847377	9.022249	8.890556	9.158791	8.724377
Probe_294	8.391626	8.272014	7.730103	8.113784	8.030617	7.850687	7.751189	8.022895	7.802045	7.547373	8.767655	7.50136
Probe_295	8.179242	8.196981	8.324716	8.326277	7.838435	7.60102	7.776308	7.454127	8.200246	8.486747	8.710841	8.428641
Probe_296	7.526343	8.088534	8.193998	7.888962	7.102858	7.094236	7.705646	7.637813	7.79437	7.716806	7.114513	7.463009
Probe_297	9.874424	10.32335	10.5504	10.59044	9.710018	9.609871	10.56488	10.50177	9.125054	9.581216	9.682245	10.19249
Probe_298	7.526836	8.22221	8.467557	8.023965	7.773179	8.172748	8.187496	7.817451	8.007941	7.304109	7.864669	8.051883
Probe_299	11.81886	11.48172	11.76113	11.42781	10.9896	11.12234	11.23152	10.86558	11.46682	11.37437	11.5205	11.71882
Probe_300	7.826065	8.232123	8.673963	8.511314	7.177609	7.923333	7.758443	8.060734	8.834857	8.7571	8.212273	8.783457
Probe_301	8.668247	8.72073	8.618195	8.426931	7.780343	8.288105	8.70071	8.629863	8.477774	8.070819	8.290033	8.012787
Probe_302	9.777101	9.584628	9.785328	9.217708	9.62445	9.450203	10.02665	9.483036	9.642591	9.568767	10.03908	9.888867
Probe_303	10.87846	10.47346	10.63631	10.57958	10.52977	10.50216	10.73363	10.38153	10.23889	10.36573	10.99733	10.69751
Probe_304	3.104251	-3.81351	4.311045	2.59616	1.683189	1.935196	3.82431	4.304058	3.10791	4.260267	2.71075	4.50537
Probe_305	9.103776	9.321114	9.177469	9.612601	8.72693	9.552656	8.94614	8.670373	9.760203	9.372593	9.568925	9.532481
Probe_306	11.45105	11.81353	11.76582	11.62991	11.11219	11.37865	11.209	11.06329	11.94034	11.80046	11.92196	11.85138
Probe_307	5.000685	4.833168	4.211409	4.329195	4.894124	3.558194	4.635749	4.873385	5.283851	4.746829	5.513579	4.273613
Probe_308	10.16654	10.05023	10.25434	9.989238	9.628963	9.650275	9.483544	9.51999	9.754057	9.352644	9.898612	9.622297
Probe_309	11.42868	11.68369	11.54714	11.47394	11.35379	11.50303	11.23013	10.95507	11.60793	11.61116	11.72599	11.51577
Probe_310	4.700756	4.457299	3.487821	4.658788	5.107533	4.679486	5.61155	6.642268	4.475844	5.434328	5.087722	4.151786
Probe_311	9.741324	9.592891	9.901235	10.21174	7.600299	9.787819	10.04114	9.182797	10.55494	9.935592	10.59346	10.5584
Probe_312	10.38987	9.504658	10.1725	9.929792	9.794897	9.578873	10.24066	9.904952	9.589932	9.943691	9.980668	10.43897
Probe_313	8.467826	9.422126	9.132978	8.692689	7.326645	8.484678	8.102968	7.756416	8.702768	8.288359	7.397084	8.674291
Probe_314	7.731584	7.534583	7.429423	7.427966	7.308157	7.313826	7.524369	7.386414	7.527305	7.583278	6.740064	7.430177
Probe_315	9.794015	9.275082	9.569956	9.184231	9.151476	8.874932	9.029955	8.966364	9.000197	8.676119	9.080413	9.386106
Probe_316	9.210708	8.781166	9.371104	8.855551	9.106306	8.585684	9.185168	8.76681	8.212837	9.310804	8.308617	9.36106
Probe_317	6.693138	6.827654	7.255793	7.00376	7.821627	7.210399	7.948011	7.266693	3.635812	5.730447	3.439477	4.702375
Probe_318	7.957949	8.107379	8.029906	8.209161	7.916375	8.34509	8.29497	8.394767	8.245957	8.079517	7.896696	8.267278
Probe_319	7.923565	7.225159	7.900969	7.601251	7.458021	6.965692	7.894023	7.433953	6.483516	8.090367	7.725993	8.092292
Probe_320	7.435587	7.015069	7.785335	7.340785	6.923589	7.080679	7.076238	7.034293	7.184568	7.782743	7.09207	7.397871
Probe_321	7.059106	6.372486	7.321468	6.476049	6.821838	6.443693	7.135278	6.683753	6.415816	7.12786	5.852561	7.22673
Probe_322	9.368762	8.730664	9.02916	8.940419	9.175909	8.525325	9.227984	8.788741	8.875239	8.674083	9.167152	8.98921
Probe_323	10.106	9.842503	9.942567	9.905151	10.0799	9.981838	9.942965	9.787049	9.742843	9.827795	9.988131	9.848277
Probe_324	11.03265	11.64765	11.56691	11.14722	10.99539	11.1924	11.26029	10.99511	11.1374	10.65515	11.01846	10.89707
Probe_325	5.681972	6.183215	5.672007	5.490852	5.566952	5.909994	4.85577	5.480818	5.743682	5.909984	5.19737	6.187677
Probe_326	6.054549	5.843094	6.416152	6.458989	6.382264	6.560394	6.281928	6.333544	6.762933	6.862538	5.761788	6.517588
Probe_327	5.31391	5.20769	5.546746	5.356876	3.706265	5.67517	5.624578	5.349556	4.546796	5.64802	3.956642	5.725269
Probe_328	9.629603	8.952019	9.209719	8.965253	8.894903	8.938859	9.307488	9.081438	8.413146	9.198028	8.739369	8.727529
Probe_329	4.636068	5.162875	4.942195	5.526044	4.982651	5.860814	5.400435	6.15597	5.53203	5.814504	3.155887	5.565183
Probe_330	5.56781	5.615366	5.585104	5.632768	5.19641	5.192332	5.779057	5.716201	5.279237	5.724132	4.05894	5.400545
Probe_331	8.124845	8.527168	8.52264	8.431982	7.914714	8.539364	8.383799	8.67468	8.515396	8.119724	7.828898	8.166886
Probe_332	7.228549	6.935436	6.972991	6.433126	7.090472	7.355342	7.587515	7.259621	6.620432	6.27357	5.714262	5.959942
Probe_333	6.809106	6.806195	7.029044	6.471371	5.85316	6.515962	6.506772	6.832282	6.320709	6.940954	4.422623	6.435817
Probe_334	7.549153	7.401246	7.721899	7.077136	6.769785	6.975263	7.478009	7.188797	7.373422	7.417076	6.793129	7.390556
Probe_335	7.995535	7.754113	7.767059	7.739457	7.608233	7.916148	7.805982	8.223263	7.806994	7.564157	7.089625	7.739936
Probe_336	9.809199	8.19582	8.972739	8.65061	8.300952	7.877468	8.362391	8.40598	8.712235	9.892349	8.621598	9.394889
Probe_337	6.512748	6.344472	6.610239	6.37213	5.416252	6.557312	6.209268	6.067282	6.457962	6.194146	4.197221	6.604774
Probe_338	8.345671	8.016357	8.244782	8.167278	8.292837	7.839531	8.236349	7.912255	8.208195	7.704934	8.447265	8.348795
Probe_339	7.854258	8.18367	8.150829	7.577112	7.683444	7.912895	7.947982	7.97966	7.518834	7.360312	7.677388	7.265953
Probe_340	8.215174	7.735373	8.061053	7.88853	7.732337	7.175884	7.615019	7.462944	7.11319	7.960535	6.466678	7.373613
Probe_341	7.593548	7.444493	7.429047	7.309904	7.564973	7.239713	7.7482	7.186055	7.118131	6.999527	7.143914	7.272135
Probe_342	7.667736	7.748018	7.871234	7.555072	7.802949	7.807432	7.685541	7.637683	7.761106	7.52171	7.046949	7.565833
Probe_343	8.061938	8.713682	8.434662	7.971342	8.133872	8.488515	8.245263	7.708677	7.586975	7.611836	6.208303	7.352229
Probe_344	6.930489	6.445108	6.992338	6.646796	7.197472	6.676761	7.122983	6.693877	6.321454	7.010232	6.580167	6.717978
Probe_345	7.444725	7.505661	7.749923	7.36061	7.04006	7.397615	7.419884	7.946778	7.679543	7.718033	7.637132	7.778859
Probe_346	6.808655	6.229311	6.312095	6.243587	5.69848	5.869487	6.319544	6.228844	6.320107	6.245591	4.89757	5.679168
Probe_347	8.333598	8.408173	7.994433	8.65373	7.396322	8.339356	7.936762	8.538926	9.033883	8.999752	8.175425	8.704322
Probe_348	8.343483	8.343532	8.196892	8.363526	7.676119	8.221795	7.941329	8.290894	8.659664	8.602335	8.042124	8.412091
Probe_349	7.048247	7.229674	7.112773	7.219546	6.663131	6.891504	7.037613	7.175255	6.864669	7.145127	6.660766	7.078215
Probe_350	8.192263	8.446703	8.075629	8.163277	7.487293	8.046846	8.025356	8.078717	8.251435	8.103435	7.979259	8.289973
Probe_351	7.643611	7.817067	8.212501	8.127448	5.702006	5.783726	6.967203	7.696884	6.390919	7.659004	6.719635	7.591545
Probe_352	8.096257	7.625329	7.554113	8.249204	6.570003	7.565864	6.877131	7.746736	8.612832	8.815614	7.661286	8.206106
Probe_353	9.185173	9.326281	9.382736	9.327611	9.290705	9.438081	9.434222	9.58598	9.132898	9.277764	9.353877	9.219737
Probe_354	5.893784	6.477298	6.031986	5.954026	5.396834	5.958323	5.335644	6.355476	6.477897	5.607017	5.868731	6.237049
Probe_355	7.630791	7.629502	7.774477	7.990234	7.888932	7.489736	7.998331	7.745264	7.938251	8.122316	7.742997	8.166354
Probe_356	8.848635	8.69599	8.963038	8.781838	8.733076	8.712881	8.739889	8.480948	8.854516	9.050594	9.080442	9.095363
Probe_357	6.491321	6.772955	7.024153	6.870895	5.332554	6.063777	6.13342	6.759782	6.40753	6.750848	5.582339	6.677142
Probe_358	10.71459	10.24651	10.60824	10.53244	10.20612	10.01627	10.34716	10.00408	10.858	10.53987	10.86832	10.75304
Probe_359	11.00047	10.79523	10.77704	10.58271	9.89918	9.740346	10.20581	9.500306	10.52702	10.45153	10.48366	10.99714
Probe_360	9.12576	8.79817	8.885034	9.031555	8.135499	8.460284	8.927461	8.786962	8.973451	8.692357	9.185763	9.023993
Probe_361	9.645039	8.775186	9.286629	9.030184	8.800813	8.774346	9.062292	8.952039	9.138484	8.882658	9.363767	9.312159
Probe_362	9.380446	9.284898	9.08551	9.173612	9.383968	9.058925	9.044596	8.893751	9.19872	9.124638	9.873264	9.395536
Probe_363	10.11782	9.312876	9.441612	9.459618	9.535767	9.100999	9.564475	9.450885	9.440103	9.026261	9.956285	9.368225
Probe_364	9.980225	9.198403	9.331806	9.388556	9.801054	9.292082	9.70002	9.655602	9.345132	9.111318	9.220787	9.16735
Probe_365	9.514925	9.000116	9.271904	9.041101	9.511347	9.141813	9.470236	9.343181	8.975229	9.149038	9.255546	9.277455
Probe_366	7.898589	8.069799	7.855467	7.882826	7.954551	8.279787	7.789305	7.874502	8.792263	8.665055	8.575048	8.592797
Probe_367	9.511395	9.630302	9.458737	9.514164	9.315553	9.36961	9.344056	9.435226	9.724695	9.586885	9.75216	9.639992
Probe_368	10.08404	9.729245	9.920459	9.809484	9.979797	9.707206	9.957994	9.748149	9.828414	9.77034	10.4016	10.03988
Probe_369	9.750295	9.765729	9.649655	9.757947	9.369218	9.644215	9.578527	9.386983	10.12527	9.813225	10.25238	9.837805
Probe_370	8.137463	7.993482	7.871419	7.50077	8.246004	8.115028	8.05005	7.804783	8.233231	7.715969	8.233519	7.967307
Probe_371	6.53138	4.928266	7.265615	5.177715	6.682419	5.188931	6.963705	5.383559	3.196047	7.081691	5.920517	6.726354
Probe_372	6.731143	6.383105	6.316901	6.161303	6.679565	5.936534	6.541849	6.708104	6.520927	6.353835	6.546354	6.38301
Probe_373	8.351796	8.408776	8.276557	8.271664	8.57331	7.804705	8.229545	8.534209	8.748609	8.091869	8.087171	8.024575
Probe_374	8.25825	8.708156	8.287906	8.167458	8.316512	8.505661	8.552635	8.592629	8.381175	8.256086	7.815204	8.175939
Probe_375	9.269952	8.926806	8.926856	9.382989	8.736064	9.071393	8.894593	9.282688	9.181955	8.531834	9.413416	8.69885
Probe_376	4.699485	4.70966	5.229438	4.604937	4.087106	4.839582	5.191006	4.942538	5.088854	5.228095	4.009768	4.675534
Probe_377	7.340402	7.668913	7.359108	7.619992	7.110353	7.21218	7.191582	7.554136	7.199633	7.327068	7.584812	7.631621
Probe_378	7.829932	7.894072	8.031858	7.860429	7.922097	7.831504	8.010288	7.90647	7.844022	7.491308	7.819247	7.783064
Probe_379	6.766449	6.928216	7.224716	7.090239	5.24721	6.273335	6.147451	6.113884	6.772757	6.555979	6.28638	6.603886
Probe_380	7.204708	6.981213	7.299318	7.081095	6.580081	6.76442	7.27051	7.070432	6.805937	6.982343	5.09815	6.943054
Probe_381	6.719731	7.223722	7.33489	6.785668	5.916097	6.712582	7.181043	7.087187	5.918639	6.612919	5.766221	6.394286
Probe_382	5.886367	6.071471	5.949512	6.0268	6.970209	5.953039	6.008987	5.988162	5.330261	5.586182	7.456354	5.595957
Probe_383	9.85573	9.333451	9.82587	9.804818	9.836088	9.619912	9.755008	9.477335	9.708029	9.427721	10.40683	9.858318
